"OBJECTID","GISPROPNUM","DEPARTMENT,C,25","ACRES","JURISDICTION","NAME","SHAPE_STA","SHAPE_STL","PRM"
4587,"Q104","Q-01",20.34000000000,"DPR","Queensbridge Park",903579.12501500000,7376.27166037000,"Norman Chan"
4588,"X253","X-15",6.10000000000,"DPR","Ambrosini Field",263831.26419100000,2635.61017490000,"Kristine Zagorski-Kelly"
4589,"Q494","Q-14",0.15900000000,"DPR","Flight 587 Memorial Park",6547.11642456000,403.97931368200,"Dan Piastuck"
4590,"X245","X-06",0.44000000000,"DPR","River Garden",20232.59187320000,582.83240464700,"Christopher Acosta"
4591,"Q465","Q-01",4.89300000000,"DPR","Socrates Sculpture Park",199700.23924300000,3014.55804623000,"Norman Chan"
4592,"B379","B-13",8.66300000000,"DPR","Coney Island Creek Park",377402.78973400000,3372.31057735000,"James Cruickshank"
4593,"B385","B-01",6.61100000000,"DPR","WNYC Transmitter Park",280677.77792400000,2466.20449597000,"Shavonne Vyphius"
4594,"B129","B-13",26.25700000000,"DPR","Kaiser Park",1129923.18513000000,5947.58632660000,"James Cruickshank"
4595,"B126","B-06",58.50300000000,"DPR","Red Hook Recreation Area",2010919.85559000000,14726.84667350000,"Macceau Medozile"
4596,"M290","M-15",0.35600000000,"DPR","Pier 107 CVII",18098.85884090000,725.57808614300,"Mark Vaccaro"
4597,"R008","R-01",4.33900000000,"DPR","Faber Pool and Park",189036.46598800000,1743.32404015000,"Tony Arcamone"
4598,"R046","R-02B",644.35000000000,"DPR","Franklin D. Roosevelt Boardwalk and Beach",28067910.40390000000,32867.00628690000,"Bonnie Williams"
4599,"Q371","Q-14",255.40000000000,"DPR","Rockaway Community Park",12281379.32450000000,24367.40170250000,"Dan Piastuck"
4600,"R079","R-03",104.54500000000,"DPR","Lemon Creek Park",4554018.83336000000,14234.85502360000,"Bill LaCurtis"
4601,"R117","R-01",15.52400000000,"DPR","Alice Austen Park",676228.10450700000,4470.10159321000,"Tony Arcamone"
4602,"R116","R-01",83.30000000000,"DPR","Snug Harbor Cultural Center",3670882.08472000000,18902.25520830000,"Tony Arcamone"
4603,"B166C","B-13",36.81000000000,"DPR","Coney Island Boat Basin",1545136.02191000000,5267.24217047000,"James Cruickshank"
4604,"R139","R-03",9.18100000000,"DPR","Tottenville Shore Park",416061.70002000000,5870.59817496000,"Bill LaCurtis"
4605,"M081","M-08",14.93800000000,"DPR/CDOT","Carl Schurz Park",608430.04400600000,4118.67446237000,"Mark Vaccaro"
4606,"B169A","B-13",1.22500000000,"DPR","Brighton Playground",53401.21217350000,938.87571142800,"James Cruickshank"
4607,"B169B","B-13",2.94400000000,"DPR","Poseidon Playground",128280.84552000000,1545.18365972000,"James Cruickshank"
4608,"Q479","Q-14",1.65700000000,"DPR","Thursby Basin Park",72070.05709840000,1125.28647294000,"Dan Piastuck"
4609,"B125","B-13",85.52700000000,"DPR","Calvert Vaux Park",3554481.93793000000,11231.72832970000,"James Cruickshank"
4610,"M353","M-14",66.69300000000,"DPR","Riverside Park South",2905179.98819000000,9136.09812496000,"John Herrold"
4611,"B369","B-13",10.01000000000,"DPR","Steeplechase Park",435979.57334900000,2974.81700075000,"James Cruickshank"
4612,"B336","B-13",8.80700000000,"DPR","Abe Stark Skating Rink",383781.99101300000,2554.77757197000,"James Cruickshank"
4613,"B401","B-01",1.70000000000,"DPR","Grand Ferry Park",72301.12014770000,1291.49905292000,"Shavonne Vyphius"
4614,"Q126","Q-07",16.83100000000,"DPR","Francis Lewis Park",724614.01431300000,3419.10842617000,"Mark Edwards"
4615,"X305","X-02",6.43800000000,"DPR","Concrete Plant Park",280482.48086500000,4912.33415886000,"Christopher Acosta"
4616,"Q004","Q-01",59.95600000000,"DPR","Astoria Park",2305021.81970000000,12348.97012550000,"Norman Chan"
4617,"Q471","Q-02",10.00000000000,"DPR","Hunter's Point South Park",458420.15536500000,4139.81112417000,"Norman Chan"
4618,"M300","M-12",15.38300000000,"DPR","Sherman Creek",674714.36682100000,4335.04954716000,"Jennifer Hoppa"
4619,"R006","R-03",286.38200000000,"DPR","Conference House Park",12474828.79610000000,42798.84950870000,"Bill LaCurtis"
4620,"X002","X-06",718.37300000000,"DPR","Bronx Park",28387995.70840000000,77120.01484960000,"Christopher Acosta"
4621,"Q467","Q-14",18.76800000000,"DPR","Broad Channel American Park",818214.86978100000,5231.17585787000,"Dan Piastuck"
4622,"B223R","B-01",0.75200000000,"DPR","Jaime Campiz Playground",33695.86184690000,1089.75130354000,"Shavonne Vyphius"
4623,"B223U","B-01",0.76200000000,"DPR/CDOT","Lentol Garden",33644.80265810000,1019.50178873000,"Shavonne Vyphius"
4624,"M177","M-08",0.29500000000,"DPR/CDOT","14 Honey Locusts Park",14593.98237610000,656.25992870200,"Mark Vaccaro"
4625,"B038","B-03",1.98700000000,"DPR","Fulton Park",87166.82989500000,1751.54160803000,"C. Ronald Taylor"
4626,"M148","M-11",0.68400000000,"DPR","White Park",29961.28260800000,758.77345556200,"Kieishsha Garnes"
4627,"M154","M-04",0.47500000000,"DPR","Mathews - Palmer Playground",21049.72816470000,622.79595005300,"Paul Evans"
4628,"M155","M-10",0.65300000000,"DPR","Courtney Callender Playground",29998.96859740000,734.61894314900,"Kieishsha Garnes"
4629,"X121","X-10",1.90400000000,"DPR","Bufano Park",83221.04156490000,1223.58895565000,"Michael Holoszyc"
4630,"M116","M-03",0.45100000000,"DPR","ABC Playground",19988.81576540000,597.83928924400,"Terese Flores"
4631,"M108A","M-11",2.75200000000,"DPR/TBTA/NYPD","Louis Cuvillier Park",119559.76811200000,1586.44004658000,"Kieishsha Garnes"
4632,"M132","M-03",1.29400000000,"DPR/NYCHA","Little Flower Playground",56353.24761960000,984.40025961300,"Terese Flores"
4633,"X187","X-12",1.82000000000,"DPR","Givan Square",69783.77641300000,2029.04051035000,"Rakeem Taylor"
4634,"X093","X-11",0.40100000000,"DPR","Van Nest Park",16643.89904790000,718.34160085200,"Rakeem Taylor"
4635,"Q470","Q-01",0.29000000000,"DPR","A.R.R.O.W. Field House",12477.25830080000,450.61114524500,"Norman Chan"
4636,"X278","X-11",0.02400000000,"DPR","Boston Garden",1098.11987305000,161.22894938400,"Rakeem Taylor"
4637,"X157","X-11",1.59000000000,"DPR","Mazzei Playground",66951.41448970000,1200.67863373000,"Rakeem Taylor"
4638,"X172","X-11",1.59700000000,"DPR/DOE","Allerton Playground",71074.84381100000,1094.37327207000,"Rakeem Taylor"
4639,"B085","B-01",0.18100000000,"DPR","Metropolitan Recreation Center",10038.57698060000,419.11470517600,"Shavonne Vyphius"
4640,"B021","B-02",10.39100000000,"DPR","Commodore Barry Park",438202.25576800000,2669.77994088000,"Tannise Palmer"
4641,"B223QB","B-01",0.19500000000,"DPR","Marcy Green Center",20824.58203130000,624.81674245700,"Shavonne Vyphius"
4642,"B223QC","B-01",0.13700000000,"DPR","Marcy Green North",15937.73324580000,547.96802886200,"Shavonne Vyphius"
4643,"Q446","Q-14",0.23100000000,"DPR","Sorrentino Recreation Center",8665.82466125000,413.68716507600,"Dan Piastuck"
4644,"M371","M-03",0.04600000000,"DPR","Hope Garden",1986.81033325000,253.72208001600,"Terese Flores"
4645,"M254","M-03",0.09500000000,"DPR","Gustave Hartman Square",4179.17395020000,551.15108336600,"Terese Flores"
4646,"B223QA","B-01",0.10400000000,"DPR","Marcy Green South",10956.25268550000,633.48512496600,"Shavonne Vyphius"
4647,"B223PA","B-01",0.23700000000,"DPR","Rodney Park Center",11051.01960750000,573.94439185000,"Shavonne Vyphius"
4648,"B223PB","B-01",0.37000000000,"DPR","Rodney Park North",16069.85917660000,569.65067886900,"Shavonne Vyphius"
4649,"B223PC","B-01",0.31900000000,"DPR","Rodney Playground South",14171.60389710000,526.50483293100,"Shavonne Vyphius"
4650,"M130","M-06",0.17000000000,"DPR","Recreation Center 54",7609.77963257000,352.93369964600,"Mark Vaccaro"
4651,"B398","B-03",0.18500000000,"DPR","Kosciuszko Street Garden",8427.18124390000,370.43281727400,"C. Ronald Taylor"
4652,"M122","M-03",0.13500000000,"DPR","Captain Jacob Joseph Playground",6255.97018433000,316.38119414900,"Terese Flores"
4653,"M124","M-03",0.76300000000,"DPR","First Park",33218.06556700000,1686.01746735000,"Terese Flores"
4654,"M125A","M-02",0.05600000000,"DPR","Minetta Green",2510.42053223000,279.25026198300,"Ralph Musolino"
4655,"M125B","M-02",0.20600000000,"DPR","Minetta Playground",9813.92103577000,449.10024393100,"Ralph Musolino"
4656,"M125E","M-02",0.03900000000,"DPR","Charlton Plaza",1646.80589294000,279.89526975700,"Ralph Musolino"
4657,"M113","M-03",0.40300000000,"DPR","Joseph C. Sauer Park",18349.74668880000,584.04227616700,"Terese Flores"
4658,"M113A","M-03",0.03700000000,"DPR","Children's Garden",1357.60704041000,172.59267479200,"Terese Flores"
4659,"M120A","M-02",0.60700000000,"DPR","William F. Passannante Ballfield",26949.02709960000,732.53584853500,"Ralph Musolino"
4660,"B253","B-02",1.25300000000,"DPR/DOE","Albert J. Parham Playground",56724.66262820000,1099.47527067000,"Tannise Palmer"
4661,"M192","M-08",1.22700000000,"DPR","Stanley Isaacs Playground",52599.04067990000,1337.90737354000,"Mark Vaccaro"
4662,"M286","M-08",4.35000000000,"DPR","Asphalt Green",184227.87957800000,2617.97024128000,"Mark Vaccaro"
4663,"M108N","M-06",0.58800000000,"DPR","Peter Detmold Park",25602.21371460000,1353.43523981000,"Mark Vaccaro"
4664,"M108Q","M-08",0.62200000000,"DPR","Twenty-Four Sycamores Park",28122.55325320000,681.02219280000,"Mark Vaccaro"
4665,"Q313","Q-14",0.99300000000,"DPR","Arverne Playground",50863.21653750000,906.05040879300,"Dan Piastuck"
4666,"M089","M-05",6.51000000000,"DPR","Union Square Park",283488.93586700000,2826.07479247000,"Paul Evans"
4667,"M263","M-06",1.59300000000,"DPR","Bellevue South Park",71654.68315120000,1228.36456466000,"Mark Vaccaro"
4668,"M256","M-06",0.32900000000,"DPR","MacArthur Park",13604.58692930000,553.73372345300,"Mark Vaccaro"
4669,"Q441","Q-03",0.81700000000,"DPR","Fisher Pool",35354.95486450000,918.96330449600,"Eric Goetz"
4670,"X193","X-12",2.64600000000,"DPR/DOE","Stars & Stripes Playground",115297.95779400000,1547.99953383000,"Rakeem Taylor"
4671,"M110","M-10",0.45600000000,"DPR","William McCray Playground",20558.74012760000,606.54952700500,"Kieishsha Garnes"
4672,"M111","M-11",1.04800000000,"DPR/DOE","James Weldon Johnson Playground",45631.21873470000,1189.61250003000,"Kieishsha Garnes"
4673,"X163","X-11",2.18100000000,"DPR","Loreto Playground",95994.18426510000,1357.20535566000,"Rakeem Taylor"
4674,"M203C","M-06",1.59000000000,"DPR","Dag Hammarskjold Plaza",69061.49038700000,1520.69429282000,"Mark Vaccaro"
4675,"Q443","Q-14",1.43000000000,"DPR/DOE","Almeda Playground",63067.17945860000,1347.59194879000,"Dan Piastuck"
4676,"X169","X-12",1.32000000000,"DPR/DOE","Agnes Haywood Playground",56435.39912410000,1000.08185442000,"Rakeem Taylor"
4677,"M105","M-03",7.85000000000,"DPR","Sara D. Roosevelt Park",342723.67558300000,6202.95257446000,"Terese Flores"
4678,"M206","M-03",1.25400000000,"DPR","Tanahey Playground",58980.02131650000,1230.10590054000,"Terese Flores"
4679,"M125C","M-02",0.42000000000,"DPR","West 4th Street Courts",17931.60540770000,643.86094641300,"Ralph Musolino"
4680,"M158","M-06",1.09300000000,"DPR","Robert Moses Playground",47612.37524410000,1481.17099051000,"Mark Vaccaro"
4681,"X272A","X-01",0.00000000000,"DPR","Wanaqua Garden",9952.21269226000,399.36677411600,"Eduardo Hernandez"
4682,"X103","X-01",1.39400000000,"DPR","People's Park",61006.49928280000,1209.43075490000,"Eduardo Hernandez"
4683,"X246","X-01",0.76000000000,"DPR","Brook Park",34162.75534060000,930.31481954600,"Eduardo Hernandez"
4684,"X285","X-01",0.36700000000,"DPR","Padre Plaza",16703.66719060000,635.21206221900,"Eduardo Hernandez"
4685,"X277A","X-01",0.17200000000,"DPR","United We Stand Garden",7374.11315918000,348.81882736500,"Eduardo Hernandez"
4686,"M276","M-02",0.71800000000,"DPR","The Public Theater",31273.07211300000,818.02569514500,"Ralph Musolino"
4687,"M354","M-03",0.22400000000,"DPR","Orchard Alley Garden",10079.22792050000,404.70981593100,"Terese Flores"
4688,"X217","X-01",1.88200000000,"DPR","Willis Playground",81238.89540100000,1719.24444075000,"Eduardo Hernandez"
4689,"X194","X-01",0.98800000000,"DPR","Captain Rivera Playground",43050.31462100000,830.00313865100,"Eduardo Hernandez"
4690,"X345","X-01",0.02900000000,"DPR","St. Ann's Block Association Garden",1152.92291260000,177.92887918500,"Eduardo Hernandez"
4691,"X314","X-01",0.16000000000,"DPR","Isla Verde Garden",6581.64038086000,336.18111148600,"Eduardo Hernandez"
4692,"X338","X-01",0.17100000000,"DPR","Courtlandt Avenue Association Garden",7404.06121826000,348.49531349700,"Eduardo Hernandez"
4693,"M038","M-02",1.67000000000,"DPR","James J Walker Park",72630.57795720000,1186.81925930000,"Ralph Musolino"
4694,"M099","M-12",6.69900000000,"DPR","J. Hood Wright Park",291980.99992400000,2196.94034299000,"Jennifer Hoppa"
4695,"M101","M-05",0.26900000000,"DPR","Worth Square",11738.58435060000,470.53975708500,"Paul Evans"
4696,"M355","M-10",0.43600000000,"DPR","Robert L. Clinkscales Playground and Community Garden",19044.87121580000,578.96857772000,"Kieishsha Garnes"
4697,"B474","B-03",0.33200000000,"DPR","Hart To Hart",14489.81188960000,487.08821688600,"C. Ronald Taylor"
4698,"M097","M-07",0.09500000000,"DPR","Verdi Square",4132.17085266000,387.99421595100,"Robert McLean"
4699,"M085","M-07",0.07200000000,"DPR","Straus Park",3451.08993530000,310.23108231500,"Robert McLean"
4700,"M086","M-06",3.92800000000,"DPR","Stuyvesant Square",175916.95750400000,2583.56390772000,"Mark Vaccaro"
4701,"M088","M-03",10.50200000000,"DPR","Tompkins Square Park",459504.22238200000,2711.72952038000,"Terese Flores"
4702,"M090","M-10",0.01800000000,"DPR","Lafayette Square",871.67312622100,147.92490988100,"Kieishsha Garnes"
4703,"X086","X-03",0.48800000000,"DPR","Charlton Garden",19526.67655940000,590.53502333800,"Christopher Acosta"
4704,"X239","X-09",1.70700000000,"DPR","Castle Hill Little League Field",96740.21678160000,1323.02019305000,"Michael Holoszyc"
4705,"X196","X-12",9.23800000000,"DPR","Haffen Park",399350.48445100000,2536.92181523000,"Rakeem Taylor"
4706,"X179A","X-02",0.00000000000,"DPR","Demera/Santiago Garden",5512.90812683000,317.09496467000,"Christopher Acosta"
4707,"X247","X-02",0.94000000000,"DPR","Fox Playground",41910.28126530000,1033.90516698000,"Christopher Acosta"
4708,"X014","X-02",0.43200000000,"DPR","Horseshoe Playground",19072.99656680000,519.64952344400,"Christopher Acosta"
4709,"X164A","X-02",0.00000000000,"DPR","Wishing Well Garden",15329.99038700000,501.99984210500,"Christopher Acosta"
4710,"M069","M-02",0.63500000000,"DPR","Vesuvio Playground",27993.61671450000,914.20535201600,"Ralph Musolino"
4711,"M073","M-12",1.52400000000,"DPR","Roger Morris Park",67999.74909970000,1070.71094672000,"Jennifer Hoppa"
4712,"M076","M-06",2.75900000000,"DPR","St. Vartan Park",120819.58132900000,2012.39976340000,"Mark Vaccaro"
4713,"M077","M-09",22.74000000000,"DPR","St. Nicholas Park",988927.60566700000,7646.50297514000,"Robert McLean"
4714,"M079","M-08",1.38300000000,"DPR","St. Catherine's Park",61723.72691350000,1013.70715986000,"Mark Vaccaro"
4715,"M063","M-07",0.69000000000,"DPR","Gertrude Ederle Recreation Center",30336.95535280000,705.20995485700,"Robert McLean"
4716,"M064","M-03",0.68000000000,"DPR","Lillian D Wald Playground",30396.41889950000,870.23079843400,"Terese Flores"
4717,"M065","M-03",1.45100000000,"DPR","Luther Gulick Park",66106.72277830000,1182.98448458000,"Terese Flores"
4718,"M066","M-04",0.52500000000,"DPR","Dr. Gertrude B. Kelly Playground",23098.03019710000,629.90787728800,"Paul Evans"
4719,"M067","M-03",0.12200000000,"DPR","Sophie Irene Loeb",5956.66444397000,437.99664319100,"Terese Flores"
4720,"X241","X-04",0.23000000000,"DPR","Hoe Garden",9471.35928345000,389.42730623100,"Christopher Acosta"
4721,"X116","X-02",1.81500000000,"DPR","Rev J Polite Playground",77872.30938720000,1550.98139414000,"Christopher Acosta"
4722,"X264","X-02",0.17200000000,"DPR","Field Of Dreams Park",7803.93063354000,358.10481465300,"Christopher Acosta"
4723,"X290","X-02",0.36700000000,"DPR","Longfellow Park",16329.98243710000,563.49407259000,"Christopher Acosta"
4724,"X284","X-02",1.34100000000,"DPR","Printer's Park",59184.10139470000,1544.42971134000,"Christopher Acosta"
4725,"X341","X-03",0.11600000000,"DPR","Edith Garden",5088.72882080000,304.67030536300,"Christopher Acosta"
4726,"X349","X-03",0.22700000000,"DPR","Jardin de la Roca",9951.33486938000,399.07295617900,"Christopher Acosta"
4727,"X319","X-03",0.18000000000,"DPR","Jackson-Forest Community Garden",7444.83685303000,453.98348548200,"Christopher Acosta"
4728,"X166","X-03",3.34800000000,"DPR","Behagen Playground",144204.67283600000,1617.01670016000,"Christopher Acosta"
4729,"B294","B-03",1.60700000000,"DPR/DOE","Jackie Robinson Park",71115.81936650000,1125.45526802000,"C. Ronald Taylor"
4730,"X320","X-03",0.32000000000,"DPR","Jardin De La Familia",14235.51397710000,486.01888025000,"Christopher Acosta"
4731,"X299","X-03",0.54900000000,"DPR","Little Claremont Park",23927.93301390000,727.25830651800,"Christopher Acosta"
4732,"X206","X-03",0.78200000000,"DPR/DOE","Morgan Playground",33213.70222470000,947.34332726000,"Christopher Acosta"
4733,"X286","X-03",0.34200000000,"DPR","Rev Lena Irons Unity Park",15226.19277950000,493.42387930500,"Christopher Acosta"
4734,"X316","X-03",0.05400000000,"DPR","Genesis Park Community Garden",2347.28247070000,216.83329231600,"Christopher Acosta"
4735,"X242","X-03",0.27000000000,"DPR","Youth Village",11891.03462220000,587.50972109900,"Christopher Acosta"
4736,"X340","X-03",0.16000000000,"DPR","CS 134 Community Improvement Garden",7302.31143188000,349.36357935700,"Christopher Acosta"
4737,"X330","X-03",0.07000000000,"DPR","P.S. 186 Day Treatment Program",3080.78842163000,222.51618676900,"Christopher Acosta"
4738,"X147B","X-03",1.20000000000,"DPR","Daniel Boone Playground",56458.38583370000,1475.93930059000,"Christopher Acosta"
4739,"X267","X-03",0.18300000000,"DPR","Eae J Mitchell Park",7822.59167480000,356.71579559500,"Christopher Acosta"
4740,"M053","M-07",17.58100000000,"DPR","Theodore Roosevelt Park",768562.77554300000,3520.04657809000,"Robert McLean"
4741,"M054","M-12A",0.77400000000,"DPR","Mitchel Square",33196.04800420000,960.49235974500,"Jennifer Hoppa"
4742,"M058","M-11",20.16500000000,"DPR","Marcus Garvey Park",856609.48426800000,3706.61426709000,"Kieishsha Garnes"
4743,"M059","M-06",1.27500000000,"DPR","Murphy Brothers Playground",54023.52932740000,1275.72583969000,"Mark Vaccaro"
4744,"X323","X-06",0.13000000000,"DPR","El Batey de Doña Provi Garden",5686.81903076000,311.15096121000,"Christopher Acosta"
4745,"X281","X-06",0.31600000000,"DPR","Stop & Go Playground",13466.80474850000,690.77514928800,"Christopher Acosta"
4746,"X148H1","X-06",1.43800000000,"DPR/DOE","Prospect Playground",62652.04875180000,1015.74778903000,"Christopher Acosta"
4747,"M072","M-14",13.35000000000,"DPR","Riverside Park",581736.49159200000,13708.67539040000,"John Herrold"
4748,"M308","M-01",2.15000000000,"DPR","Washington Market Park",93850.00451660000,1466.47477415000,"Ralph Musolino"
4749,"M366","M-01",0.09600000000,"DPR","Tribeca Dog Run",4218.84072876000,274.69717709500,"Ralph Musolino"
4750,"M051","M-07",0.05100000000,"DPR","Richard Tucker Square",2358.65757751000,247.09937845700,"Robert McLean"
4751,"Q492","Q-04",6.21900000000,"DPR","Elmhurst Park",265356.24374400000,2414.20624543000,"Eric Goetz"
4752,"X346","X-06",0.11400000000,"DPR","Volky Garden & Flowers",5119.16813660000,303.54924730200,"Christopher Acosta"
4753,"X266A","X-06",0.61400000000,"DPR","Krystal Garden Group",26773.57011410000,710.10282331800,"Christopher Acosta"
4754,"M271A","M-11",0.90000000000,"DPR","Harlem RBI",34923.03755190000,760.29654445400,"Kieishsha Garnes"
4755,"M047","M-11",15.52400000000,"DPR","Thomas Jefferson Park",574624.94607500000,3089.18609175000,"Kieishsha Garnes"
4756,"X263","X-06",4.41700000000,"DPR","Quarry Ballfields",192037.83595300000,2095.33215481000,"Christopher Acosta"
4757,"M045","M-08",3.31200000000,"DPR","John Jay Park",144561.90535000000,1636.46464008000,"Mark Vaccaro"
4758,"X108","X-06",2.21300000000,"DPR","Belmont Playground",95647.67503360000,1429.98360597000,"Christopher Acosta"
4759,"X302","X-06",0.20100000000,"DPR","Thorpe Family Playground",9318.78781128000,386.31486805600,"Christopher Acosta"
4760,"X280","X-06",0.51600000000,"DPR","Washington Park",22738.88166810000,757.86792017100,"Christopher Acosta"
4761,"X068","X-06",0.31000000000,"DPR","D'Auria-Murphy Triangle",7985.00482178000,398.52272870500,"Christopher Acosta"
4762,"X047","X-04",15.99000000000,"DPR","Franz Sigel Park",669476.25219700000,4992.66859294000,"Eduardo Hernandez"
4763,"X254","X-04",1.19400000000,"DPR","Lot",76768.07302860000,1604.02243661000,"Eduardo Hernandez"
4764,"X174","X-06",0.74400000000,"DPR","Webster Playground",34848.18322750000,774.04059346600,"Christopher Acosta"
4765,"X333","X-04",0.01200000000,"DPR","Woodycrest Community Garden",5752.51466370000,323.70865274600,"Eduardo Hernandez"
4766,"M041","M-09",0.81100000000,"DPR","Alexander Hamilton Playground",36547.56488040000,785.25964431800,"Robert McLean"
4767,"X168","X-04",1.22200000000,"DPR","Nelson Playground",53627.34143070000,1166.00566865000,"Eduardo Hernandez"
4768,"X303","X-04",0.06100000000,"DPR","Park",2695.28471375000,246.17133640000,"Eduardo Hernandez"
4769,"X296","X-04",0.49400000000,"DPR","Taqwa Community Farm",21510.84140010000,631.19778125800,"Eduardo Hernandez"
4770,"X327","X-04",0.11000000000,"DPR","La Isla Garden",5087.35346985000,303.49491282100,"Eduardo Hernandez"
4771,"X271","X-04",3.85000000000,"DPR","Grant Park",164442.57798800000,3720.48273961000,"Eduardo Hernandez"
4772,"X219","X-04",1.37700000000,"DPR/DOE","Arcilla Playground",62093.52560420000,999.15072107700,"Eduardo Hernandez"
4773,"M036","M-05",0.21000000000,"DPR","Herald Square",9114.70838928000,523.98309633100,"Paul Evans"
4774,"M032","M-05",0.14400000000,"DPR","Greeley Square Park",6423.28596497000,447.42463906300,"Paul Evans"
4775,"X321","X-04",0.19000000000,"DPR","Claremont Neighborhood Garden",8500.08164978000,370.00321271900,"Eduardo Hernandez"
4776,"M019","M-03",2.61000000000,"DPR","Coleman Playground",92345.03717040000,1598.15378390000,"Terese Flores"
4777,"M026","M-12",0.54500000000,"DPR","Dyckman House Museum",23710.63255310000,651.29308517300,"Jennifer Hoppa"
4778,"X120","X-04",0.82000000000,"DPR","Highbridge Park",35315.26475520000,1022.88064891000,"Eduardo Hernandez"
4779,"M027","M-02",0.22300000000,"DPR","Downing Street Playground",10135.20050050000,561.46911541100,"Ralph Musolino"
4780,"X257","X-05",0.70000000000,"DPR","Mount Hope Playground",30469.63098140000,774.98172737900,"Eduardo Hernandez"
4781,"X265","X-05",0.71400000000,"DPR","Galileo Playground",32849.47325130000,781.22537292300,"Eduardo Hernandez"
4782,"X295","X-05",0.61000000000,"DPR","Half-Nelson Playground",28134.30737300000,697.68228317200,"Eduardo Hernandez"
4783,"X258","X-05",0.61800000000,"DPR","Cleopatra Playground",27206.88522340000,919.19588960300,"Eduardo Hernandez"
4784,"M022","M-04",5.82900000000,"DPR","De Witt Clinton Park",252293.84735100000,2015.77998921000,"Paul Evans"
4785,"X331","X-05",0.15000000000,"DPR","Townsend Garden",7186.31985474000,344.24627103300,"Eduardo Hernandez"
4786,"X322","X-05",0.06000000000,"DPR","Jardin De Las Rosas",2334.00914001000,248.37964475000,"Eduardo Hernandez"
4787,"X292","X-05",0.43600000000,"DPR","Morris Garden",20063.45681760000,787.30011975600,"Eduardo Hernandez"
4788,"X291","X-05",0.34400000000,"DPR","Walton Park",15188.36390690000,502.60519498200,"Eduardo Hernandez"
4789,"X244","X-05",0.38100000000,"DPR","Grand Playground",16812.32495120000,549.54960602400,"Eduardo Hernandez"
4790,"X300","X-05",0.20700000000,"DPR","Davidson Playground",9361.93046570000,387.48028319100,"Eduardo Hernandez"
4791,"X274","X-05",0.28000000000,"DPR","Mount Hope Garden",13397.36579900000,464.12463822400,"Eduardo Hernandez"
4792,"X085","X-05",0.91100000000,"DPR","Slattery Playground",40658.20852660000,808.19695258700,"Eduardo Hernandez"
4793,"X343","X-07",0.11500000000,"DPR","Davidson Ave. Community Gardeners Group",4847.24131775000,297.45654864200,"Tony Rosa"
4794,"X005","X-07",0.15000000000,"DPR","Bryan Park",6066.30268860000,346.19223285600,"Tony Rosa"
4795,"X359","X-07",0.13800000000,"DPR","Fordham Bedford Lot Busters",6025.69088745000,496.26037764300,"Tony Rosa"
4796,"Q022","Q-07",2.60000000000,"DPR","Margaret I. Carman Green - Weeping Beech",111799.76097100000,1744.66638866000,"Mark Edwards"
4797,"X136","X-07",15.32000000000,"DPR","Harris Park",637345.36543300000,3234.31613525000,"Tony Rosa"
4798,"X335","X-07",0.80600000000,"DPR","Risse Street Park",36543.16777040000,912.58728109700,"Tony Rosa"
4799,"X215","X-07",0.45500000000,"DPR","Valentine Varian House",20153.22334290000,707.18556554300,"Tony Rosa"
4800,"X104","X-07",19.74900000000,"DPR","Williamsbridge Oval",822557.27677900000,3324.71891626000,"Tony Rosa"
4801,"X150I","X-08",1.27400000000,"DPR","Cooney Grauer Field",56443.80178830000,969.42878778000,"Tony Rosa"
4802,"X040","X-07",2.33100000000,"DPR","Poe Park",99358.02441410000,1533.97417733000,"Tony Rosa"
4803,"M018","M-09",0.57300000000,"DPR","Carmansville Park",26661.46278380000,676.27917126400,"Robert McLean"
4804,"X250","X-08",0.32900000000,"DPR","Kingsbridge Heights Community Center",14297.69172670000,485.43428784600,"Tony Rosa"
4805,"X150G","X-08",0.27500000000,"DPR","Siren Slope",13249.56755070000,725.59133228000,"Tony Rosa"
4806,"X038","X-08",4.63700000000,"DPR","Washington's Walk",208688.35192900000,4878.54293264000,"Tony Rosa"
4807,"X096","X-13",0.12000000000,"DPR","Rita Ley Triangle",820.60028076200,162.08833658800,"Rakeem Taylor"
4808,"M009","M-12",1.80000000000,"DPR","Bennett Park",79363.17836000000,1194.30377995000,"Jennifer Hoppa"
4809,"M011","M-04",3.90000000000,"DPR","Chelsea Park",152970.39553800000,2386.42565186000,"Paul Evans"
4810,"M014","M-10",12.77200000000,"DPR","Jackie Robinson Park",565819.09730500000,5694.33931335000,"Kieishsha Garnes"
4811,"M015","M-01",3.23300000000,"DPR","Columbus Park",130554.58813500000,1748.45307496000,"Ralph Musolino"
4812,"X209","X-08",20.86700000000,"DPR/CULT","Wave Hill",913919.27482600000,4626.85194161000,"Tony Rosa"
4813,"X186","X-08",2.58000000000,"DPR/DOE","Riverdale Playground",121101.80954000000,1649.22613282000,"Tony Rosa"
4814,"M003","M-09",1.24000000000,"DPR","Annunciation Park",54850.05235290000,1026.90226020000,"Robert McLean"
4815,"X326","X-06",0.17200000000,"DPR","Daly Ave Garden",7482.98590088000,349.65985564000,"Christopher Acosta"
4816,"M382","M-11",0.04800000000,"DPR","110th Street Block Association Garden",2099.03190613000,207.58864163000,"Kieishsha Garnes"
4817,"Q128","Q-09",1.83700000000,"DPR","London Planetree Playground",78642.24455260000,1193.21866947000,"Vacant"
